,didok,parkrail_anzahl,parkrail_preis_tag,parkrail_preis_monat,parkrail_preis_jahr,parkrail_pflichtig_zeit1,parkrail_pflichtig_zeit2,parkrail_pflichtig_zeit3,parkrail_bemerkung,railtaxitext,railtaxiinfo,mietvelo_bezeichnung,mietvelo_anzahl,mietvelo_bemerkung,veloparking_status_d,veloparking_bemerkung_d,veloparking_abschliessbar,veloparking_abschliessbar_text,carsharing_standort_bezeichnung,parkrail_app,parkrail_webshop,parkrail_lokal,parkrail_automat,bpuic,bezeichnung_offiziell,abkuerzung,lod,tu_nummer,meteo,plz,geopos.lon,geopos.lat,train_station_ids
0,10,,,,,,,,"Private Parkangebote: http://www.parkleitsystem-basel.ch/stadtplan.php<br>
3 E-Ladestationen vorhanden.",Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: Ausgang Ost, Wegleitung P+Rail, nach Treppenabgang
Zugehörige Agglomerationsstandorte: Allschwil, Binningen, Birsfelden, Münchenstein, Muttenz, Riehen
185,1300,281.0,,153.0,1420.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Gedeckte Privatanlage, Verkauf nur durch MOB. Tagespreise: CHF 12.– für 12 Stunden und CHF 24.– für 24 Stunden. Monats- (CHF 153.–) und Jahreskarten (CHF 1260.–) sind erhältlich, jedoch nur von Montag bis Freitag gültig. Warteliste für Monats- und Jahreskarten (mindestens 2 Jahre).",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Glion;; alle weiteren Orte für Fahrten von/nach Montreux ohne Zuschlag.

RailTaxi-Partner: alexcursion sàrl",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1.0,Gepäckschalter,Montreux Gare / Place,0.0,0.0,1.0,1.0,8501300,Montreux,MX,http://lod.opentransportdata.swiss/didok/8501300,11,https://meteo.sbb.ch/?didok=8501300,1820,6.910440121305959,46.43588434112014,/8501300/8501380/8501381/8501390/8501384/8501375/8501203/8501382
187,1301,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8501301,Territet,TER,http://lod.opentransportdata.swiss/didok/8501301,11,https://meteo.sbb.ch/?didok=8501301,1820,6.922706951005675,46.42638156553873,/8501301/8501302/8501380/8501384/8501300
188,1302,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501302,Veytaux-Chillon,VEY,http://lod.opentransportdata.swiss/didok/8501302,11,https://meteo.sbb.ch/?didok=8501302,1820,6.9278607822936635,46.41762119586772,/8501302/8501301
189,1303,69.0,7.0,70.0,700.0,,,,"2 von 3 Parkkassen sind in Pension. Ihre Nachfolgerin, die P+Rail-App, kann aber noch viel mehr. Jetzt herunterladen: www.sbb.ch/parking",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Villeneuve (VD) Gare,1.0,1.0,0.0,1.0,8501303,Villeneuve VD,VIL,http://lod.opentransportdata.swiss/didok/8501303,11,https://meteo.sbb.ch/?didok=8501303,1844,6.927003108049977,46.398371506417746,/8501303
190,1304,10.0,0.0,0.0,0.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,1.0,1.0,8501304,Roche VD,ROC,http://lod.opentransportdata.swiss/didok/8501304,11,https://meteo.sbb.ch/?didok=8501304,1852,6.9270528374610425,46.3586963721056,/8501304
191,1400,345.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Verwaltung der Parkplätze der SBB und der Gemeinde<br>Gemeindeanlage für 30% der Parkplätze nur bis 22 Uhr zugänglich, für die anderen 70% durchgängig offen.<br> Stundentarif: CHF 1.-/Stunde, min. 2 Stunden. <br> Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Aigle Gare,1.0,1.0,1.0,1.0,8501400,Aigle,AIG,http://lod.opentransportdata.swiss/didok/8501400,11,https://meteo.sbb.ch/?didok=8501400,1860,6.9636832118614045,46.31685541859803,/8501400/8501554/8530335/8501484/8501468/8501485
192,1402,79.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8501402,Bex,BEX,http://lod.opentransportdata.swiss/didok/8501402,11,https://meteo.sbb.ch/?didok=8501402,1880,7.000669902355407,46.25146458228644,/8501402/8530523/8501487
193,1403,57.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8501403,St-Maurice,SM,http://lod.opentransportdata.swiss/didok/8501403,11,https://meteo.sbb.ch/?didok=8501403,1890,7.002043898248964,46.21636950282689,/8501403
194,1404,25.0,,,,,,,25 kostenlose Parkplätze am Bahnhof,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,0.0,0.0,0.0,0.0,8501404,Evionnaz,EV,http://lod.opentransportdata.swiss/didok/8501404,11,https://meteo.sbb.ch/?didok=8501404,1902,7.025518152713327,46.16925438008289,/8501404
195,1405,9.0,4.0,40.0,400.0,,,,"Diese Parkkasse ght in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8501405,Vernayaz,VERN,http://lod.opentransportdata.swiss/didok/8501405,11,https://meteo.sbb.ch/?didok=8501405,1904,7.038358586276826,46.13854600814737,/8501405/8501561
196,1420,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501420,Massongex,MAS,http://lod.opentransportdata.swiss/didok/8501420,11,https://meteo.sbb.ch/?didok=8501420,1869,6.985660542460456,46.24120667771629,/8501420
197,1422,11.0,,,,,,,11 kostenlose Parkplätze auf Gemeindeboden.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8501422,Collombey,CBY,http://lod.opentransportdata.swiss/didok/8501422,11,https://meteo.sbb.ch/?didok=8501422,1868,6.948756368455027,46.27119293073529,/8501422/8501726/8501462/8530366/8501229
198,1423,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501423,Vionnaz,VIO,http://lod.opentransportdata.swiss/didok/8501423,11,https://meteo.sbb.ch/?didok=8501423,1893,6.916202967303561,46.31503283861373,/8501423
199,1424,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501424,Vouvry,VOU,http://lod.opentransportdata.swiss/didok/8501424,11,https://meteo.sbb.ch/?didok=8501424,1896,6.898450225684768,46.336492859985995,/8501424
200,1425,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501425,Les Evouettes,EVOU,http://lod.opentransportdata.swiss/didok/8501425,11,https://meteo.sbb.ch/?didok=8501425,1897,6.879470220561009,46.36286697324902,/8501425
201,1426,27.0,,,,,,,Gebührenpflichtige Parkpläzte der Gemeinde.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,1.0,0.0,8501426,Bouveret,BOU,http://lod.opentransportdata.swiss/didok/8501426,11,https://meteo.sbb.ch/?didok=8501426,1897,6.853243857797023,46.38581715888865,/8501426
202,1428,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501428,St-Gingolph (Suisse),STGI,http://lod.opentransportdata.swiss/didok/8501428,11,https://meteo.sbb.ch/?didok=8501428,1898,6.80593200411945,46.392194418157125,/8501428
203,1500,36.0,10.0,0.0,0.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Aufgrund der Bauarbeiten sind die P+Rail Parkplätze von Montag, 27. Februar 2023 bis Mittwoch, 28. Juni 2023 ausser Betrieb. Während dieser Zeit wird ein provisorischer, gebührenpflichtiger Parkplatz am Rande der Rue des Prés Magnin eingerichtet und den Kunden zur Verfügung gestellt. <br> Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking.<br>
Die obigen Angaben beziehen sich ausschliesslich auf die P+Rail Tageskarten.<br>
Monats- und Jahresabonnemente sind bei der Stadtpolizei Martigny zu lösen: 50.–/Monat, 550.–/Jahr für den Parkplatz Les Neuvilles (7 Min. zu Fuss vom Bahnhof) und 100.–/Monat, 1100.–/Jahr für den Parkplatz am Busbahnhof. Diese Abos sind ohne Bahnabo erhältlich.<br>",,,,,,Immer genügend Veloabstellplätze verfügbar,,1.0,,Martigny Gare,1.0,1.0,0.0,1.0,8501500,Martigny,MA,http://lod.opentransportdata.swiss/didok/8501500,11,https://meteo.sbb.ch/?didok=8501500,1920,7.079124128489792,46.105831207174695,/8501500/8594466/8530303
204,1501,14.0,0.0,0.0,0.0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,0.0,0.0,0.0,0.0,8501501,Charrat-Fully,CHAR,http://lod.opentransportdata.swiss/didok/8501501,11,https://meteo.sbb.ch/?didok=8501501,1906,7.126476597938986,46.1268128793577,/8501501
205,1502,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501502,Saxon,SAX,http://lod.opentransportdata.swiss/didok/8501502,11,https://meteo.sbb.ch/?didok=8501502,1907,7.173435992047509,46.149383378434685,/8501502
206,1503,18.0,0.0,0.0,0.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,1.0,1.0,8501503,Riddes,RID,http://lod.opentransportdata.swiss/didok/8501503,11,https://meteo.sbb.ch/?didok=8501503,1908,7.217854422172534,46.17251115006005,/8501503
207,1504,11.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8501504,Chamoson-St-Pierre-de-Clages,CHA,http://lod.opentransportdata.swiss/didok/8501504,11,https://meteo.sbb.ch/?didok=8501504,1955,7.24109904692585,46.18883638074541,/8501504
208,1505,7.0,0.0,0.0,0.0,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8501505,Ardon,ARD,http://lod.opentransportdata.swiss/didok/8501505,11,https://meteo.sbb.ch/?didok=8501505,1957,7.270946771764379,46.20859416924083,/8501505
209,1506,167.0,10.0,80.0,800.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,Zum P+Rail gehören <br> Sion (Gare-sud): 52 Parkplätze südlich des Bahnhofs (nur Stunden- und Tagesparking) <br>  Sion Vers le Pont: 37 Parkplätze am Cour de gare (Tagesparking und Abonnemente) <br>  Sion Oscar-Bider: 45 Parkplätze an der Rue Oscar Bider (nur Abonnemente) <br>  Sion Entrepôts: 33 Parkplätze an der Rue des Entrepôts (nur Abonnemente),,,,,,Immer genügend Veloabstellplätze verfügbar,,1.0,,,1.0,0.0,1.0,1.0,8501506,Sion,SIO,http://lod.opentransportdata.swiss/didok/8501506,11,https://meteo.sbb.ch/?didok=8501506,1950,7.359197034574583,46.22755319639583,/8501506
210,1507,6.0,0.0,0.0,0.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,1.0,1.0,8501507,St-Léonard,SL,http://lod.opentransportdata.swiss/didok/8501507,11,https://meteo.sbb.ch/?didok=8501507,1958,7.419568232874157,46.25148857523634,/8501507
211,1509,133.0,10.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"86 Plätze auf der Nordseite für Tages- und Stundenparking sowie für die Besitzer von Monatsabonnementen.  <br> 47 Plätze auf der Südseite reserviert für die Besitzer von Jahresabonnementen. <br> Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Sierre / Siders Gare,1.0,1.0,0.0,1.0,8501509,Sierre/Siders,SIE,http://lod.opentransportdata.swiss/didok/8501509,11,https://meteo.sbb.ch/?didok=8501509,3960,7.5328255558154815,46.29212156381739,/8501509
212,1510,26.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8501510,Châteauneuf-Conthey,CHF,http://lod.opentransportdata.swiss/didok/8501510,11,https://meteo.sbb.ch/?didok=8501510,1964,7.305102199989555,46.21610868973704,/8501510
213,1600,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8501600,Salgesch,SAL,http://lod.opentransportdata.swiss/didok/8501600,11,https://meteo.sbb.ch/?didok=8501600,3970,7.578194356945964,46.30919533661295,/8501600
214,1601,132.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. <br> Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Leuk Bahnhof,1.0,1.0,0.0,1.0,8501601,Leuk,LK,http://lod.opentransportdata.swiss/didok/8501601,11,https://meteo.sbb.ch/?didok=8501601,3952,7.644936502768724,46.31157951165381,/8501601
215,1602,15.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8501602,Turtmann,TUR,http://lod.opentransportdata.swiss/didok/8501602,11,https://meteo.sbb.ch/?didok=8501602,3946,7.699604967916513,46.30933141469968,/8501602
216,1603,49.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8501603,Gampel-Steg,GA,http://lod.opentransportdata.swiss/didok/8501603,11,https://meteo.sbb.ch/?didok=8501603,3940,7.74758116307051,46.30651548089095,/8501603
217,1604,38.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8501604,Raron,RAR,http://lod.opentransportdata.swiss/didok/8501604,11,https://meteo.sbb.ch/?didok=8501604,3942,7.80151060192852,46.30627441464491,/8501604
218,1605,162.0,7.0,80.0,960.0,,,,"Parkhaus der Gemeinde  <br>  Kein Verkauf am Bahnschalter  <br> Stunden-/Tageskarten am Automaten,  <br>  <br> Bezug Monats- und Jahreskarten bei Gemeindepolizei Visp (Tel. 027 948 99 45), auch ohne Besitz eines GA (Warteliste).  <br> Die obengenannten Preise gelten für das 3. und 4. UG. Im 1. und 2. UG gelten folgende Preise: Tag: CHF 14.–;; Monat: CHF 90.– und Jahr: CHF 1 080.–.",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: alle Destinationen von/nach Visp ohne Zuschlag.

RailTaxi-Partner: Taxi Zerzuben, Visp",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Visp Bahnhof,0.0,0.0,0.0,0.0,8501605,Visp,VI,http://lod.opentransportdata.swiss/didok/8501605,11,https://meteo.sbb.ch/?didok=8501605,3930,7.881465475745339,46.29402913539458,/8501605/8507471
219,1609,55.0,8.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden. <br> Angaben für Anlage Süd sind oben ersichtlich <br>  <br> Weitere Anlage Nord mit 69 PP, Preise 4.–/Tag 40.–/Monat.",Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: neben Haupteingang
Zugehörige Agglomerationsstandorte: Brig, Glis
Partner: Taxi Aletsch, Brig-Glis",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,Gepäckschalter,Brig Bahnhof,1.0,1.0,0.0,1.0,8501609,Brig,BR,http://lod.opentransportdata.swiss/didok/8501609,11,https://meteo.sbb.ch/?didok=8501609,3900,7.988094739403513,46.319422705779964,/8501609/8515296
220,2000,25.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Aarburg Bahnhof,1.0,1.0,0.0,1.0,8502000,Aarburg-Oftringen,ABO,http://lod.opentransportdata.swiss/didok/8502000,11,https://meteo.sbb.ch/?didok=8502000,4663,7.908222606719325,47.320268469494984,/8502000
221,2001,70.0,,80.0,960.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Öffentliches Parkhaus, Abos nur erhältlich beim Stadtbüro Zofingen, Tel. 062 745 71 72. Beim Bezug eines Parkabonnements bringen Sie bitte Ihr gültiges Bahnabonnement oder, falls Sie einen SwissPass besitzen, einen Ausdruck aus Ihrem SwissPass-Konto oder die Kaufquittung resp. das Vertragsdoppel Ihres GA, Strecken- oder Verbundabonnements vorbei.",Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: vor Eingang Aperto, in Nähe SBB Treffpunkt
Zugehörige Agglomerationsstandorte: Zofingen, Bottenwil, Brittnau, Oftringen, Rothrist, Safenwil, Strengelbach, Uerkheim, Vordemwald, Wikon
Partner: Bahnhof-Taxi / Bahnhof-Argovia Taxi, Zofingen",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Zofingen Bahnhof / Brühlstrasse,0.0,0.0,1.0,0.0,8502001,Zofingen,ZF,http://lod.opentransportdata.swiss/didok/8502001,11,https://meteo.sbb.ch/?didok=8502001,4800,7.943117673978095,47.288052535393795,/8502001
223,2002,8.0,0.0,0.0,0.0,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8502002,Brittnau-Wikon,BRIT,http://lod.opentransportdata.swiss/didok/8502002,11,https://meteo.sbb.ch/?didok=8502002,4806,7.9570408485077575,47.262666154960485,/8502002
224,2003,32.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,1.0,1.0,8502003,Reiden,REID,http://lod.opentransportdata.swiss/didok/8502003,11,https://meteo.sbb.ch/?didok=8502003,6260,7.968774385627643,47.24146837211727,/8502003
225,2004,28.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Dagmersellen Bahnhof,1.0,1.0,0.0,1.0,8502004,Dagmersellen,DAG,http://lod.opentransportdata.swiss/didok/8502004,11,https://meteo.sbb.ch/?didok=8502004,6252,7.979025922465623,47.21755794081276,/8502004
226,2005,62.0,5.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8502005,Nebikon,NEB,http://lod.opentransportdata.swiss/didok/8502005,11,https://meteo.sbb.ch/?didok=8502005,6244,7.977449481598889,47.19238062097445,/8502005
227,2006,16.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,1.0,0.0,8502006,Wauwil,WAU,http://lod.opentransportdata.swiss/didok/8502006,11,https://meteo.sbb.ch/?didok=8502006,6242,8.019020059353005,47.183858974751004,/8502006
228,2007,47.0,10.0,,,06.00 - 20.00,06.00 - 20.00,,"Die obigen Angaben beziehen sich ausschliesslich auf die geteerte und nummerierte Anlage entlang der Gleise auf der Südseite des Bahnhofs. <b> Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. </b><b>Weitere Anlagen in der Nähe:</b><li>Parkplätze der Stadt Sursee;; Kiesplatz vis-à-vis Bahnhof, Kiesplatz hinter Restaurant Bahnhof, Ex-Therma Areal;; Tageskarten nur an der Parkuhr mit Bargeld (CHF 10.– /Tag)<br><li>Parkhaus Bahnhof West (Haselmatte);; Tageskarte CHF 5.- Mo-Fr und CHF 4.- Sa-So;; Verkauf beim Parkhaus oder bei der Firma Redinvest AG in Sursee<br><li>Parkhaus ''Leopold'' Bahnhof Sursee;; Verkauf beim Parkhaus oder bei der Stadtverwaltung Sursee",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Sursee Bahnhof,1.0,1.0,0.0,1.0,8502007,Sursee,SS,http://lod.opentransportdata.swiss/didok/8502007,11,https://meteo.sbb.ch/?didok=8502007,6210,8.097893864664293,47.17079504092787,/8502007
229,2008,10.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,1.0,1.0,8502008,Nottwil,NO,http://lod.opentransportdata.swiss/didok/8502008,11,https://meteo.sbb.ch/?didok=8502008,6207,8.138601024847398,47.138811747699776,/8502008
230,2009,49.0,6.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Sempach Bahnhof Sempach-Neuenkirch,1.0,0.0,0.0,1.0,8502009,Sempach-Neuenkirch,SEM,http://lod.opentransportdata.swiss/didok/8502009,11,https://meteo.sbb.ch/?didok=8502009,6203,8.195979058194569,47.11605321160834,/8502009
231,2010,8.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8502010,St Erhard-Knutwil,STER,http://lod.opentransportdata.swiss/didok/8502010,11,https://meteo.sbb.ch/?didok=8502010,6212,8.074581534713914,47.180081911855495,/8502010
232,2011,3.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Oberkirch Bahnhof,0.0,0.0,0.0,0.0,8502011,Oberkirch LU,OBK,http://lod.opentransportdata.swiss/didok/8502011,11,https://meteo.sbb.ch/?didok=8502011,6208,8.114234459651351,47.155237622368205,/8502011
233,2012,5.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8502012,Emmenbrücke Kapf,RBGD,http://lod.opentransportdata.swiss/didok/8502012,11,https://meteo.sbb.ch/?didok=8502012,6020,8.2731905924685,47.09090997877407,/8502012/8502028
234,2017,12.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8502017,Waldibrücke,WAB,http://lod.opentransportdata.swiss/didok/8502017,11,https://meteo.sbb.ch/?didok=8502017,6032,8.31971009182164,47.10789934285905,/8502017
235,2019,,,,,,,,Keine Parkplätze vorhanden.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,0.0,0.0,0.0,0.0,8502019,Ermensee,ESEE,http://lod.opentransportdata.swiss/didok/8502019,11,https://meteo.sbb.ch/?didok=8502019,6294,8.242314423575365,47.229690615754166,/8502019/8502027
236,2020,17.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8502020,Rothenburg Station,RBG,http://lod.opentransportdata.swiss/didok/8502020,11,https://meteo.sbb.ch/?didok=8502020,6023,8.24756144538213,47.08918367453321,/8502020
237,2021,89.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Emmenbrücke Bahnhof,1.0,1.0,0.0,1.0,8502021,Emmenbrücke,EBR,http://lod.opentransportdata.swiss/didok/8502021,11,https://meteo.sbb.ch/?didok=8502021,6020,8.282565368005681,47.07060149966679,/8502021/8502028
238,2022,40.0,,,,,,,40 gebührenpflichtige Parkplätze der Gemeinde.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Eschenbach Bahnhofstrasse,0.0,0.0,0.0,0.0,8502022,Eschenbach LU,ESB,http://lod.opentransportdata.swiss/didok/8502022,11,https://meteo.sbb.ch/?didok=8502022,6274,8.322790731804623,47.132395999827786,/8502022
239,2023,37.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8502023,Ballwil,BLL,http://lod.opentransportdata.swiss/didok/8502023,11,https://meteo.sbb.ch/?didok=8502023,6275,8.316898802052265,47.15376765531005,/8502023
