,didok,parkrail_anzahl,parkrail_preis_tag,parkrail_preis_monat,parkrail_preis_jahr,parkrail_pflichtig_zeit1,parkrail_pflichtig_zeit2,parkrail_pflichtig_zeit3,parkrail_bemerkung,railtaxitext,railtaxiinfo,mietvelo_bezeichnung,mietvelo_anzahl,mietvelo_bemerkung,veloparking_status_d,veloparking_bemerkung_d,veloparking_abschliessbar,veloparking_abschliessbar_text,carsharing_standort_bezeichnung,parkrail_app,parkrail_webshop,parkrail_lokal,parkrail_automat,bpuic,bezeichnung_offiziell,abkuerzung,lod,tu_nummer,meteo,plz,geopos.lon,geopos.lat,train_station_ids
0,10,,,,,,,,"Private Parkangebote: http://www.parkleitsystem-basel.ch/stadtplan.php<br>
3 E-Ladestationen vorhanden.",Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: Ausgang Ost, Wegleitung P+Rail, nach Treppenabgang
Zugehörige Agglomerationsstandorte: Allschwil, Binningen, Birsfelden, Münchenstein, Muttenz, Riehen
516,4200,240.0,8.0,80.0,800.0,,,,Gehen Sie auf Nummer sicher und reservieren Sie Ihren Parkplatz am Bahnhof unter P+Rail: https://parkandrail.ch,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,Gepäckschalter,Yverdon Gare,0.0,0.0,0.0,0.0,8504200,Yverdon-les-Bains,YV,http://lod.opentransportdata.swiss/didok/8504200,11,https://meteo.sbb.ch/?didok=8504200,1400,6.640944001506529,46.78154518698349,/8504200/8530263
517,4201,64.0,5.0,50.0,500.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8504201,Grandson,GRS,http://lod.opentransportdata.swiss/didok/8504201,11,https://meteo.sbb.ch/?didok=8504201,1422,6.641943740303494,46.806283383377256,/8504201
518,4203,35.0,,,,,,,35 kostenlose Parkplätze auf Gemeindeboden.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,0.0,0.0,0.0,0.0,8504203,Concise,CC,http://lod.opentransportdata.swiss/didok/8504203,11,https://meteo.sbb.ch/?didok=8504203,1426,6.723157409168143,46.8508815437715,/8504203
519,4204,3.0,0.0,0.0,0.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,1.0,1.0,8504204,Vaumarcus,VAU,http://lod.opentransportdata.swiss/didok/8504204,11,https://meteo.sbb.ch/?didok=8504204,2028,6.757579221523327,46.87764317367577,/8504204
520,4205,28.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504205,Gorgier-St-Aubin,GOR,http://lod.opentransportdata.swiss/didok/8504205,11,https://meteo.sbb.ch/?didok=8504205,2023,6.781025965556293,46.8990761459923,/8504205
521,4206,10.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504206,Bevaix,BV,http://lod.opentransportdata.swiss/didok/8504206,11,https://meteo.sbb.ch/?didok=8504206,2022,6.811680267875788,46.92969622607417,/8504206
522,4208,21.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,1.0,1.0,8504208,Boudry,BDR,http://lod.opentransportdata.swiss/didok/8504208,11,https://meteo.sbb.ch/?didok=8504208,2017,6.835047623990484,46.959457087228266,/8504208/8530713/8504218/8504511/8594231/8504209/8595245
523,4209,8.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,0.0,1.0,8504209,Colombier NE,CLB,http://lod.opentransportdata.swiss/didok/8504209,11,https://meteo.sbb.ch/?didok=8504209,2013,6.848869743321683,46.967652389504,/8504209/8504218/8504325/8530712/8504208/8594231/8595245
524,4215,20.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,1.0,1.0,8504215,Travers,TR,http://lod.opentransportdata.swiss/didok/8504215,11,https://meteo.sbb.ch/?didok=8504215,2105,6.6765616558778955,46.94241153500973,/8504215
525,4216,12.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504216,Noiraigue,NOI,http://lod.opentransportdata.swiss/didok/8504216,11,https://meteo.sbb.ch/?didok=8504216,2103,6.72179914436148,46.95491961211211,/8504216
526,4217,0.0,,,,,,,Keine Parkplätze vorhanden.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504217,Champ-du-Moulin,CDM,http://lod.opentransportdata.swiss/didok/8504217,11,https://meteo.sbb.ch/?didok=8504217,2149,6.774988965780057,46.959911756312046,/8504217
527,4218,6.0,0.0,0.0,0.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,6 kostenlose Parkplätze am Bahnhof,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,0.0,0.0,0.0,0.0,8504218,Bôle,BOLE,http://lod.opentransportdata.swiss/didok/8504218,11,https://meteo.sbb.ch/?didok=8504218,2014,6.838374496659213,46.96942291832483,/8504218/8504209/8504208
528,4219,37.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8504219,Auvernier,AUV,http://lod.opentransportdata.swiss/didok/8504219,11,https://meteo.sbb.ch/?didok=8504219,2012,6.877708044179968,46.97964166884432,/8504219/8504510/8504232/8530710/8530711
529,4220,22.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8504220,Neuchâtel-Serrières,NESE,http://lod.opentransportdata.swiss/didok/8504220,11,https://meteo.sbb.ch/?didok=8504220,2000,6.903362683573761,46.98396232537703,/8504220/8504509/8504231/8530709/8530710/8504232
530,4221,190.0,14.0,150.0,1500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"P+Rail 1 = 190 Plätze erhältlich<br>
P+Rail 2 = 100 Plätze erhältlich<br>
Verkauf und Info am SBB Bahnschalter Neuchâtel mit Warteliste und spezifischen Voraussetzungen.",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: alle weitere Orte mit Fahrten von/nach Bhf. Neuchâtel ohne Zuschlag.

RailTaxi-Partner: Taxis Roland Sàrl",,,,Immer genügend Veloabstellplätze verfügbar,,1.0,Velostation https://www.neuchatelville.ch/fr/sortir-et-decouvrir/transport-et-deplacement/a-velo/#panel-3734-3,Neuchâtel Gare,0.0,0.0,1.0,0.0,8504221,Neuchâtel,NE,http://lod.opentransportdata.swiss/didok/8504221,11,https://meteo.sbb.ch/?didok=8504221,2000,6.9357016941248055,46.99672679256174,/8504221/8504398/8530708
531,4222,45.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,0.0,1.0,1.0,8504222,St-Blaise CFF,SBL,http://lod.opentransportdata.swiss/didok/8504222,11,https://meteo.sbb.ch/?didok=8504222,2072,6.982110194954695,47.01457594594309,/8504222/8504480
532,4223,12.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504223,Cornaux NE,CORN,http://lod.opentransportdata.swiss/didok/8504223,11,https://meteo.sbb.ch/?didok=8504223,2087,7.023365662392413,47.03857203125879,/8504223
533,4224,15.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8504224,Cressier NE,CRNE,http://lod.opentransportdata.swiss/didok/8504224,11,https://meteo.sbb.ch/?didok=8504224,2088,7.0395320722100125,47.05195280516067,/8504224
534,4225,30.0,5.0,50.0,500.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Spezifische Bedingungen für den Verkauf von Abonnements, Anfragen sind an den Bahnhof Neuchâtel zu richten.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8504225,Le Landeron,LD,http://lod.opentransportdata.swiss/didok/8504225,11,https://meteo.sbb.ch/?didok=8504225,2525,7.06633533378295,47.05663638586609,/8504225
535,4226,12.0,3.0,30.0,300.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,1.0,1.0,1.0,8504226,La Neuveville,NV,http://lod.opentransportdata.swiss/didok/8504226,11,https://meteo.sbb.ch/?didok=8504226,2520,7.095232412017962,47.06283278734381,/8504226
536,4227,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Ligerz Bahnhof,,,,,8504227,Ligerz,LIG,http://lod.opentransportdata.swiss/didok/8504227,11,https://meteo.sbb.ch/?didok=8504227,2514,7.135157149754168,47.083768862008455,/8504227
537,4228,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8504228,Twann,TWN,http://lod.opentransportdata.swiss/didok/8504228,11,https://meteo.sbb.ch/?didok=8504228,2513,7.156497503536998,47.093664065586324,/8504228
538,4229,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8504229,Tüscherz,TUE,http://lod.opentransportdata.swiss/didok/8504229,11,https://meteo.sbb.ch/?didok=8504229,2512,7.1973183654652075,47.115007752612975,/8504229
539,4231,,,,,,,,Keine Parkplätze vorhanden.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,0.0,0.0,0.0,0.0,8504231,Les Deurres,DEU,http://lod.opentransportdata.swiss/didok/8504231,11,https://meteo.sbb.ch/?didok=8504231,2034,6.899148428806812,46.98552471175156,/8504231/8504220/8504509/8530710/8530709/8504232
540,4232,13.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Gemeinde bietet ebenfalls 140 Parkplätze<br>
Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Corcelles Gare Corcelles-Peseux,1.0,1.0,0.0,0.0,8504232,Corcelles-Peseux,CP,http://lod.opentransportdata.swiss/didok/8504232,11,https://meteo.sbb.ch/?didok=8504232,2035,6.883813554170522,46.98335097241855,/8504232/8504219/8530710/8504510/8504231/8504220
541,4234,18.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504234,Chambrelien,CHN,http://lod.opentransportdata.swiss/didok/8504234,11,https://meteo.sbb.ch/?didok=8504234,2019,6.8122567654199875,46.96710900772334,/8504234
542,4235,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8504235,Montmollin-Montezillon,MML,http://lod.opentransportdata.swiss/didok/8504235,11,https://meteo.sbb.ch/?didok=8504235,2037,6.842834523462932,46.99137890487643,
543,4236,22.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8504236,Les Geneveys-sur-Coffrane,GEC,http://lod.opentransportdata.swiss/didok/8504236,11,https://meteo.sbb.ch/?didok=8504236,2206,6.853217632174569,47.01509638874252,/8504236
544,4237,44.0,6.0,60.0,600.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,1.0,1.0,8504237,Les Hauts-Geneveys,HGV,http://lod.opentransportdata.swiss/didok/8504237,11,https://meteo.sbb.ch/?didok=8504237,2208,6.874673129276451,47.04717656310448,/8504237
545,4300,140.0,10.0,100.0,1000.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Für die Öffnung der Schranke vor Ort ist eine spezielle Einfahrtskarte nötig.<br>
Der Verkauf von Abonnementen ist deshalb nur im Reisezentrum Biel/Bienne möglich.<br>
Reduzierter Tagestarif nur für Bahnkunden (mind. 3 Libero Tarifverbund-Zonen). Bezahlung direkt an der Parkuhr.<br>
Die Karten müssen unter Vorweisung des Bahnbillettes im Reisezentrum Biel/Bienne entwertet werden.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1.0,Velostation https://www.velostation.ch/de/velostationen/uebersichtskarte/biel-/-bienne,Biel / Bienne Bahnhof,0.0,0.0,1.0,1.0,8504300,Biel/Bienne,BI,http://lod.opentransportdata.swiss/didok/8504300,11,https://meteo.sbb.ch/?didok=8504300,2502,7.242910603227559,47.13289787086162,/8504300/8504461
546,4301,4.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504301,Frinvillier-Taubenloch,FRIN,http://lod.opentransportdata.swiss/didok/8504301,11,https://meteo.sbb.ch/?didok=8504301,2535,7.257529276223134,47.1694577965889,/8504301
547,4302,10.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504302,Reuchenette-Péry,REU,http://lod.opentransportdata.swiss/didok/8504302,11,https://meteo.sbb.ch/?didok=8504302,2603,7.247024728889669,47.1897391014733,/8504302
548,4303,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8504303,La Heutte,LHE,http://lod.opentransportdata.swiss/didok/8504303,11,https://meteo.sbb.ch/?didok=8504303,2604,7.2253957809906195,47.18949180769819,/8504303
549,4304,34.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8504304,Sonceboz-Sombeval,SCB,http://lod.opentransportdata.swiss/didok/8504304,11,https://meteo.sbb.ch/?didok=8504304,2605,7.168763578557156,47.195148357184415,/8504304
550,4305,5.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504305,Corgémont,COG,http://lod.opentransportdata.swiss/didok/8504305,11,https://meteo.sbb.ch/?didok=8504305,2606,7.144661459670301,47.19339876795815,/8504305
551,4306,18.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504306,Cortébert,CO,http://lod.opentransportdata.swiss/didok/8504306,11,https://meteo.sbb.ch/?didok=8504306,2607,7.107309204321052,47.18933714817648,/8504306
552,4307,19.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,0.0,1.0,8504307,Courtelary,CTY,http://lod.opentransportdata.swiss/didok/8504307,11,https://meteo.sbb.ch/?didok=8504307,2608,7.0688032699813945,47.17563154330835,/8504307/8504308
553,4308,4.0,0.0,0.0,0.0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,0.0,0.0,0.0,0.0,8504308,Cormoret,CORM,http://lod.opentransportdata.swiss/didok/8504308,11,https://meteo.sbb.ch/?didok=8504308,2612,7.054123568207504,47.17294709932322,/8504308/8504307
554,4309,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8504309,Villeret,VT,http://lod.opentransportdata.swiss/didok/8504309,11,https://meteo.sbb.ch/?didok=8504309,2613,7.019675173197049,47.16020368341396,/8504309
555,4310,26.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,1.0,8504310,St-Imier,STI,http://lod.opentransportdata.swiss/didok/8504310,11,https://meteo.sbb.ch/?didok=8504310,2610,7.001223887410891,47.15171108116466,/8504310
556,4311,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8504311,Sonvilier,SV,http://lod.opentransportdata.swiss/didok/8504311,11,https://meteo.sbb.ch/?didok=8504311,2615,6.96935277867117,47.14134211864379,/8504311
557,4312,8.0,0.0,0.0,0.0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,1.0,1.0,1.0,8504312,Renan BE,RE,http://lod.opentransportdata.swiss/didok/8504312,11,https://meteo.sbb.ch/?didok=8504312,2616,6.925382090474402,47.12572045673989,/8504312
558,4314,46.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Die Parkuhr ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr.",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,Nein,La Chaux-de-Fonds Gare,1.0,0.0,0.0,0.0,8504314,La Chaux-de-Fonds,CF,http://lod.opentransportdata.swiss/didok/8504314,11,https://meteo.sbb.ch/?didok=8504314,2300,6.825982721046246,47.09837435548107,/8504314/8504381/8500184
559,4316,52.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,1.0,Gepäckschalter,Le Locle Gare,1.0,1.0,0.0,1.0,8504316,Le Locle,LOC,http://lod.opentransportdata.swiss/didok/8504316,11,https://meteo.sbb.ch/?didok=8504316,2400,6.746153276317335,47.05786104193187,/8504316/8530260
560,4401,4.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504401,Fräschels,FRAE,http://lod.opentransportdata.swiss/didok/8504401,11,https://meteo.sbb.ch/?didok=8504401,3284,7.206040061447466,46.99912608811557,/8504401/8516444
561,4402,6.0,0.0,0.0,0.0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,0.0,0.0,0.0,0.0,8504402,Kallnach,KAL,http://lod.opentransportdata.swiss/didok/8504402,11,https://meteo.sbb.ch/?didok=8504402,3283,7.23519647573374,47.0255233907035,/8504402
562,4403,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8504403,Bargen BE,BRG,http://lod.opentransportdata.swiss/didok/8504403,11,https://meteo.sbb.ch/?didok=8504403,3282,7.261180411111744,47.04016166800431,/8504403/8504404
563,4410,32.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Bitte beachten Sie, dass diese Informationen nur für die P+Rail-Anlage der SBB und nicht für die P+R-Anlage der RBS gültig sind.  <br> Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,0.0,8504410,Zollikofen,ZOL,http://lod.opentransportdata.swiss/didok/8504410,11,https://meteo.sbb.ch/?didok=8504410,3052,7.4629111958221115,47.001825935434994,/8504410/8508070/8508055
564,4411,87.0,7.0,70.0,700.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,Münchenbuchsee Bahnhof,1.0,1.0,0.0,0.0,8504411,Münchenbuchsee,MUEB,http://lod.opentransportdata.swiss/didok/8504411,11,https://meteo.sbb.ch/?didok=8504411,3053,7.451947669711058,47.02137578561044,/8504411
565,4413,72.0,4.0,40.0,400.0,,,,"Diese Parkkasse ist in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Jetzt herunterladen unter: www.sbb.ch/parking",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,1.0,1.0,0.0,0.0,8504413,Suberg-Grossaffoltern,SUB,http://lod.opentransportdata.swiss/didok/8504413,11,https://meteo.sbb.ch/?didok=8504413,3262,7.339004854895136,47.05878211487249,/8504413
566,4415,30.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,"Aufgrund von Bauarbeiten bis 2023 ist nur ein Teil der Parkplätze verfügbar.<br>
Die Parkuhr geht in Pension. Ihre Nachfolgerin, die P+R App, kann aber noch viel mehr. Tagesparkingtickets können auch am Billettautomaten gekauft werden.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,Busswil Bahnhof,1.0,1.0,0.0,0.0,8504415,Busswil BE,BUS,http://lod.opentransportdata.swiss/didok/8504415,11,https://meteo.sbb.ch/?didok=8504415,3292,7.318622885644883,47.09868485098552,/8504415
567,4416,21.0,4.0,40.0,400.0,00.00 - 24.00,00.00 - 24.00,00.00 - 24.00,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,1.0,0.0,1.0,0.0,8504416,Brügg BE,BGG,http://lod.opentransportdata.swiss/didok/8504416,11,https://meteo.sbb.ch/?didok=8504416,2555,7.278221991364599,47.12363952549155,/8504416
568,4419,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0.0,,,,,,,8504419,Biel Mett,BIM,http://lod.opentransportdata.swiss/didok/8504419,11,https://meteo.sbb.ch/?didok=8504419,2504,7.272487256323598,47.14472528387498,/8504419
569,4441,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0.0,,,,,,,8504441,Studen BE,STU,http://lod.opentransportdata.swiss/didok/8504441,11,https://meteo.sbb.ch/?didok=8504441,2557,7.301749560218432,47.11043809547429,/8504441
570,5000,,,,,,,,,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: links neben Haupteingang, bei Kiss&Rail
Zugehörige Agglomerationsstandorte: Stadt Luzern
Partner: Taxi Ernst Hess AG, Luzern
Gepäckservice SBB: Tel 051 227 32 61",Countrybike,20.0,Ausgabe/Rücknahme der Velos in örtlicher Velostation. Anzahl und Velotypen auf http://www.rentabike.ch/stationen,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1.0,Velostation https://www.velostation.ch/velostationen/luzern/,Luzern Bahnhof,,,,,8505000,Luzern,LZ,http://lod.opentransportdata.swiss/didok/8505000,11,https://meteo.sbb.ch/?didok=8505000,6003,8.31018320694279,47.0501778280856,/8505000
